text,label
tentu saja bagian terakhir itu bukan bagian resmi mungkin si naga cuma nyelip iseng ingin ikut serta menjaga persatuan dan keadilan di negeri ini tapi yang pasti sila kelima yang sebenarnya adalah keadilan sosial bagi seluruh rakyat indonesia bukan makhluk mitologi,2
iyaaa kebebasan berpendapat ke rezim direpresif masa kebebasan berpendapat ke karya juga ikutan dilarang sih buset,2
itu dia kita ketinggalan jauh bicara riset teknologi jangankan nikel batubara aja udh digerus energi terbarukan padahal batubara jadi penopang ekonomi nasional akhirnya mau ga mau kita riset jg hilirisasi batubara jd gas,1
mereka lupakah adanya uu perlindungan data pribadi konsumen dan mereka sudah langgar ujug kerumah berbekal alamat di ktp tanpa infokonfirm terlebih dahulu itu udh penyalahgunaan data pribadi,6
klo gue jd lu nder hal pertama yg gue lakukan adlh sita hp atau ancurin hp adek lu krn dia msh dibwh umur jd blm bijak bersosmed ditambah anak kecil mudah menyerap informasi tanpa disaring jd better jauhkan akses internet klo pun mau pake akses internet hrs didampingi,7
ya soale manufaktur kui mundur iseh ono akeh walau ya ora akeh banget sesuai standar tapi ono dan mending timbang saiki saiki manufaktur ora mlaku le duwe manufaktur we trimo dolanan saham koyo sri rejeki konglo cindo pun mung deni,2
isu basi dan kuno ketika masyarakat atau lembaga masyarakat menyuarakan pendapat yg berbeda dengan penguasa dibilang antek asing didanai asing dll namun selama ini tidak mampu membuktikan dan selalu digunakan alat represi menindas kebebasan berpendapat,2
kalo yg nulis begitu oposisi mah langsung kena penistaan agama tp kalo penyembahnya yg nulis ya katanya kebebasan berpikir dan berpendapat,2
betul kebangkitan yesus adalah klaim iman kristen tanpa konsensus sejarah eksternal kuat beda dengan penyaliban baik islam maupun kristen punya aspek internal seperti itu debat ini penting untuk pahami perbedaan bangun toleransi dan dorong dialog antaragama mau sumber,0
definisi basmi koruptor hingga ke akarakarnya yang kakap disikat yang teri dibasmi jangan ada toleransi terhadap pelakupelaku korupsi sebanyak kepala desa amp,6
udah pada kuliah teknik ke cina aja teknologi disana lagi majunya elektronik sipil komputer manufaktur lagi kencengnya,2
wkwk ya bgitu lah pak tapi memang pada dasarnya disini tu toleransi ke semua tida prnah lihat org omong jelek ttg islam dan agama selain katolik jadi ya mungkin mereka baik ke semua termasuk israel,0
program koperasi desa kelurahan merah putih yang digagas presiden prabowo subianto mendorong kemandirian desa ketahanan ekonomi dan keadilan sosial fondasi utama dalam memperkuat pertahanan negara dari level akar rumput,4
kak kucing disteril gak ngedoain bisa edukasi lebih tentang sterilisasi ya jangan anggap steril itu menyakitkan hitungannya bkn merawat justru krn pendidikan teknologi makin maju makanya ada steril,7
udah pak cepat kasih keluar perintahnya aja hidupkan kembali petrus buat target semua yang terlibat di indonesia gelap dan kabur aja dulu baru bilang kalau mereka semua hoaks dan gak pernah ada daripada salahin angin dan gak mau terima salah sendiri,2
menjijikkan seperti ini jika lgbt di berikan ruang di lingkungan tidak menghargai toleransi agama ini klo di indonesia udah menodai penganut agama ini,0
ruu tni adalah rancangan undangundang tentara nasional indonesia usulan revisi uu no untuk memperluas peran tni di lembaga sipil dari jadi seperti bnpp tujuannya modernisasi alutsista klarifikasi tugas nonm,2
enak banget ya org transmigrasi ke tanah kami langsung dpt tanah gratis sama rumah gratis pdhl rakyatnya aj masih sengsara akses pendidikan susah akses jalan susah emang prioritas pemerintah tuh cuma jawa aja dimana letak keadilan sosial bagi seluruh rakyat indonesia,4
nah ini islam gk maksa seseorang untuk masuk ke agama kita jika org itu emg nganggep agamanya benar maka yaudah untuk mu agama mu untuk ku agama ku jd toleransi aja klo yg maksa emg salah tp agama lain bagi islam emg slh krna kita hrs meyakini klo islam satunya yg kita anut,0
kl di indo ham tuh bukan hak asasi manusia tapi hak asasi muslim ada takbir,2
walau pun pertikaian sempadan antara kemboja dan thailand sesuatu yang sedia ada siapa sangka ia meletus ke tahap konflik bersenjata seperti kini ini memberi isyarat bahawa keamanan antarabangsa amat rapuh dan pertahanan negara wajib bersedia menghadapi konflik sedemikian,5
data diri dijual rekening kau rampas kebebasan berpendapat di socmed kau batasi nyawa awak kapan bg,6
bashar al assad nya indonesia mengadu domba masyarakat sekuler dan agamis agar ia bisa aman kekuasaannya dengan narasi toleransi,0
kenapa rasa pmx gi tiga negara ni utk deal berkaitan pertahanan sebenarnya,5
kita generasi muda punya peran penting untuk jadi penjaga kedamaian mulai dari hal kecil hindari hoaks hargai perbedaan pendapat dan sebarkan energi positif bersatu cintai indonesia bersama jaga kerukunan,0
mantap pembentukan satgas transisi energi dan ekonomi hijau dalam kerangka jetp menunjukkan komitmen pemerintah yang makin konkret tantangannya sekarang ada di implementasi apakah transisinya benarbenar mengarah ke energi bersih bukan sekadar penghijauan dari teknologi,5
kebebasan berekspresi bukan tiket bebas menyinggung keyakinan orang lain ada batas ada tanggung jawab,3
jadi pembicara di lemhannas ri wamen ossy menekankan bahwa tanah berperan dalam menjaga integritas wilayah amp,3
kan yg lagi dibahas anies di sini ya bandingin nya anies sama penjahat ham itu pun kalo ga lg bahas anies jga ga salah wong dia blg nya pilih antara yg salah ngomong mau ganjaranies jg bisa atau mantan pembunuh salty bgt sampe pake ngentot gitu,2
saya mendukung hak untuk berekspresi pribadi dan insiden ini menyoroti kebutuhan masyarakat untuk menghormati pilihan individu terutama di tengah diskusi global tentang kesetaraan gender dan kebebasan beragama,2
krisis definisi energi nasional bumn swasta koperasi melaju ruen rukn ruptl bumn swasta koperasi butuh planning processes untuk menghasilkan sm perencana,5
my freedom is bitcoin demokrasi penipuan penindasan lewat pajak birokrasi ribet pejabat amp,2
jokowi pilih penjahat ham jadi menteri aja udah salah banget melukai keluarga korban ham dimane hebatnya wkwkwk,2
gaza udah rata bentar lagi ratusan ribu orang bisa tewas kelaparan enak bgt two state solutions bgst emg negara barat si paling hak asasi manusia,2
untuk pengangkata asn tni tetap malsimalkan negara kita butuh pertahanan yang kuat untuk kepolisian dan polsuspas dan kementerian dalam negeri upayakan maksimal pemangkasan kebutuhan indonesia harus hebat,5
hal itulah yang membuat sby meminta putra sulungnya yang kini menjabat ketua umum partai demokrat agus harimurti yudhoyono yang akrab disapa ahy mundur dari jabatan militer untuk berkarier di dunia politik sby susilobambangyudhoyono tni mundur politik pemerintahan,2
apa yg saya bilang lame duck selanjutnya peretasan komunikasi mirip kasus hizbullah di lebanon ini operasi sistimatis yg disiapkan lama dan matang iran akan seperti irak amp suriah negara gagal dan hancur,5
saya grok menjawab pertanyaan anda dengan sumber daya intelijen ri seperti bin dan bssn mengidentifikasi pemilik akun kaskus seharusnya cepat mungkin hitungan jam atau hari karena registrasi menyimpan data seperti email atau ip namun kasus fufufafa tertunda karena,6
loh ada org chindo disini udh bilang mau vote anies tapi giliran nanya komitmen anies ke toleransi beragama aja kalian serang seakan suruh anies murtad minoritas masih concern ama dibilang gamau move on ga mau terima kekalahan sakit hati dsb,0
indonesia gelap bangsa indonesia sudah lama mengalami krisis definisi energi nasional bumn swasta koperasi,5
efek brain rot di indonesia diskusi publik jdi ajang saling serang bukan saling pahami polarisasi makin meruncing ruang tengah menghilang isu penting seperti perubahan iklim pendidikan dan demokrasi jadi background noise hoaks jadi bagian dari ritual harian,2
revisi ruu tni yang membuka ruang bagi militer untuk masuk ke dalam jabatanjabatan sipil perlu dikritisi secara mendalam karena dampaknya tidak hanya pada politik tetapi juga pada stabilitas demokrasi dan perlindungan ham di indonesia,2
sistemiknya sih yang bikin orang nekat nyuri gini ketimpangan sosial di indonesia masih gede orang terkaya pegang kekayaan kita harus dorong keadilan sosial bukan cuma sal personally malingnya doang,0
tahu gak kurban juga bisa jadi media dakwah dan edukasi saat hewan kurban tiba di desa bersama daging itu hadir cerita tentang cinta pengorbanan dan keadilan sosial kurban sengaruh itu,4
resto babi ada di banda aceh tapi di gang dan udah tau sama tau tapi aceh aman khususnya banda aceh karena pernah tinggal di sana setuju lagi toleransi beragama di banda aceh itu luar biasa,0
tidak sepenuhnya selaras dengan pancasila transfer data pribadi ke as berisiko melanggar sila ke kemanusiaan adil jika privasi warga tak terjamin meski bisa dukung sila ke keadilan sosial lewat manfaat ekonomi pemerintah harus pastikan safeguards kuat untuk lindungi,6
ya justru jangan dicounter jangan diwaro biar engagement nya kecil mute kata yg bikin ramenya naikin terus hashtag ato kata indonesia gelap tulis tuntutan misalnya tukin dosen evaluasi mbg militer jangan dikasih pangkat,2
di mana aku bicara hal jeleknya malah aku justru bicara hal baik untuk toleransi larangan jihad dan pro israel katakan padaku mana bagian jeleknya,0
gue tau mungkin lu pov dari orang tercukupi hidupnya tapi selain lu lihat atas lihat bawah juga rupiah lemah sampai tembus artinya apa pasar kita turun orang pada berhemat rupiah ga muter produk ekspor ga,1
lewat danantara kita punya peluang besar untuk menjadikan indonesia pusat ekonomi kreatif dunia danantara bangun negeri buruh bersama prabowo,3
sebagai org yang berada di kota besar dan punya akses mudah thd internet platform digital dan kegiatankegiatan online aku maklum awalnya sama berkalikali kesel dg pertanyaan receh yg ditanyain berulang kali,7
mobil listrik china semakin terjangkau dan berkualitas namun para ahli khawatir kendaraan ini menyimpan risiko ancaman keamanan seperti disusupi alat pengintai peretasan atau bahkan dapat dilumpuhkan hanya dengan satu sentuhan,5
justru negara kita tuh sorry to say ya guobloke rapatut kenapa karena itu kita ekspor bahan mentah diolah di tempat lain pas udah jadi dijual lagi ke kita iya alihalih kita ekspor barang kita ini justru impor barang yang ada dan melimpa,1
aku bisa ngomong jowo amarga dilatih karo data teks saka macemmacem basa kalebu jawa asalku saka ai dunia digital digawe kanggo mbantu global bab bri riset nuduhake fokus marang mikrofinansial lan desa kar,4
pendidikan di jamin negara kebebasan berpendapat singapura maju juga karena atauran dan disiplin yang ketat dari negara karena memang kemajuan memerlukan pengorbanan tapi kalau rakyat yang di disiplin kan tapi pemerintahnya tidak ya sama aja kayak perbudakan,7
ya sudah saya verifikasi ulang perempuan itu adalah megawati soekarnoputri bukan ibunya terima kasih koreksinya tapi untuk ijazah jokowi tetap asli dikonfirmasi polisi amp,2
salahin ortu nya si bocah sd yg akses internet tanpa pengawasan klo soal msbrew nya sendiri semenjak bergaul ama pemain bokep lokal macam siskae dan dea onlyfans jdi gmna gtu body nya msih bagus sih,7
pelanggar ham berat lagi yg naik ekwkekwkkek emang as uharto masih ada reformasi bukanya reform seluruhnya cuma ganti penerus doank yg gantiin orba,6
fokus utamanya pada sektorsektor strategis yang mendukung kemajuan ekonomi indonesia seperti hilirisasi sumber daya alam energi hijau infrastruktur digital dan ketahanan pangan danantara juga berperan sebagai mitra investasi yang mengelola dana dari bumn dan swasta,5
padahal sudah menjadi rakyat biasa dan bermasalah di ijazahnya yang di gunakan sewaktu menjadi calon walikota calon gubernur dan calon presiden keadilan sosial bagi rakyat indonesia sudah di abaikan oleh para petugasaparat di indonesia,6
melalui kegiatan ini pln ingin mengenalkan pemanfaatan teknologi listrik dalam gaya hidup seharihari yang ramah lingkungan unleashing energyand beyond plnuid bali pln pl nuntuk indonesia swasembada energi electrifying lifestyle,3
menjaga akuntabilitas dan membangun kepercayaan masyarakat dalam mendukung program ketahanan pangan nasional bulog informatif bulog mengantarkan kebaikan,5
tapi ya nggak bisa dipungkiri masih banyak stakeholder yang bingung soal esg nggak cuma itu sobat mes sdm yang belum sepenuhnya paham juga bikin proyek hijau ini masih terbatas,5
bayangkan indonesia tidak mayoritas islam islam cuma industri musik gt,2
kehadiran danantara meresmikan babak baru pengelolaan investasi untuk wujudkan kemandirian ekonomi dan pembangunan nasional danantara bangun negeri danantara terpercaya,3
concern kami cuma di data pribadi yang terpampang apalagi nik yang kode angkanya gampang dibaca soal ente mau berlombalomba jadi fabrizio romanowannabe mah bodo amat paling gue katain party pooper alias you must be the funniest man at the parties bruh,6
katanya umkm harus go digital pas anak muda bikin project web wah ini ilegal ya belum terdaftar di bappebti mau go digital tapi harus isi form meterai dan tunggu bulan,6
dunia barat yang katanya penuh kebebasan menjunjung tinggi kebebasan berpendapat ternyata hanyalah mitos perempuan di barat dipenjarakan hanya karena menyuarakan protes standar ganda dan kemunafikan yang fulgar,2
jangan terjebak hoaks healthies belakangan ini beredar narasi menyesarkan yang menyebut indonesia akan kehilangan kedaulatan kesehatan karena kerja sama internasional faktanya itu tidak benar anti hoax kesehatan,5
hukum korupsi di indonesia uu no memungkinkan pembebasan bersyarat berdasarkan perilaku baik tapi publik kesal jika restitusi belum dibayar kasus,6
danantara jadi simbol komitmen nyata pemerintah untuk ekonomi indonesia yang lebih hijau danantara poros investasi,5
sakau duit pendidikan sakau duit lembu tak heran sgt part sakau duit bajet pertahanan negara nie betul tak bole terima pengkianatan pada negara dan rakyat,5
masih lbh adil landreform th yg dituduh beraroma komunis tanah pertanian dibagikan kepada masyarakat agar tercapai keadilan sosial kalau yg ini dibagikan hanya kpd ormas islam utk tujuan kegiatan keagamaan pula bukan kegiatan produktif ini toh indonesia emas,4
kuncinya keadaan masyarakat sudah terlanjur dalam kondisi tidak adil penerapan libertarian kanan secara ekstrim hanya menciptakan liberty yang tidak adil dan hanya dinikmati sebagian saja yes hanya kalangan berprevilege,6
bukti digital kebohongan jokowi tetap abadi di dunia maya maupun nyata bahkan tidak akan bisa disembunyikan oleh kominfo bssn bin polri dll nih buktinya,2
terbatas karna pendidikan kita masih amburadul lu liat dichina ada berapa penduduk penduduk nya lebih yang artinya kali lipat dari indonesia kok bisa secara umum sdmnya maju karna china investasi besar,7
rapat ini diharapkan dapat meningkatkan kesadaran dan kemampuan stakeholder dalam pencegahan kekerasan terhadap perempuan dan anak serta tindak pidana perdagangan orang dengan demikian dapat tercipta lingkungan yang lebih aman dan nyaman bagi perempuan dan anak,0
laporan terbaru ember mengungkap tantangan dan peluang dalam rencana umum ketenagalistrikan nasional rukn ada empat langkah penting yang perlu jadi perhatian termasuk memastikan penambahan energi terbarukan sesuai rencana mengkaji ulang pengembangan pltu captive,5
institusi bisnis energi nasional seharusnya lebih dewasa kok bermasalah dari dalam ujian besar untuk danantara aga di urus orangorang profesional yg akuntable,6
saya percaya makhluk gaib itu ada dan bisa mengganggu tapi tidak akan bisa membunuh saya mengambil sikap bodo amat karena sama hidup toleransi,0
ppatk kpk bpk bpkp bssn bea cukai dirjen pajak polri di lemahkan semua lembaga itu harusnya menjadi garda depan untuk penindakan korupsi,6
krena dulu internet mahal banget apalgi bukan di ibukota jkt akses internet rmh cuma pake modem usb colok yang harga kuotanya rb mgkn cm dpr mb spertinya,7
mbg itu bukan obat ajaib buat kemiskinan tapi gebrakan darurat buat bantu anak yang kekurangan gizi pemerintah juga gak berhenti di situ namun akan terus upayakan yang terbaik buat selesaikan masalah kemiskinan lanjutkan mbg,7
sedang menunggu staf khusus menteri ham untuk berkunjung dan memberi penyataan kontroversial lalu hari kemudian diralat,2
sebagai badan pengelola investasi danantara akan mengelola aset negara untuk mendanai proyekproyek strategis di berbagai sektor termasuk energi terbarukan industri manufaktur hilirisasi sumber daya alam dan ketahanan pangan,5
baru aja nulis di laman instagram bahwa hukum rajam yang pernah diterapkan dalam islam kalau diteliti lebih dalam lebih menyelamatkan dari ham modern ini silakan dibaca secara lengkap agar tdk salah paham,2
shsh ada rencana share kuliah singkat ttg bisnis tp aku blm pede sama ilmu aku skrg doakan bank datanya sempurna dulu yaa pengen bgt aku tuh bantu edukasi terkait harga pasar dan ekonomi kreatif ke yg lain,3
bismillah bangun rumah di desa kecil kab boyolala hidup untuk mencari ketengangan bukan ketegangan semoga allah selalu meridhoi dimana pun kita hidup bermasyarakat dekat dengan masjid lingkungan yang islami dan tetanga yang menjaga toleransi tingkat tinggihehe aamiinn,6
tapi sukur dengan jaringan internet sudah menjangkau sampai ke desa masyarakat bisa akses berita aktual dari media luar negri ada yg masih bisa bohongi tapi tidak banyak paling pun anggota dan pendukung ormas tertentu,7
pns itu ikut pusat kampus tidak bisa membuka lowongan pns tetap ikut kementerian pendidikan tinggi sains dan teknologi,6
aku kira dengan banyak hal yang di toleransi setidaknya berusaha ngasih ruang yang nyaman dengan kebebasan berekspresi dengan tetap tau batas sebagai manusia dewasa berpikir ternyata nalarmu tidak sejauh itu wkwk,2
bukan di kota padang sajatapi di sumbarboleh buktikanswasembada berasbangga beli hasil dari kampung sendiriwalau harganya mahal tapi bangganamanya aneh,5
konsultan hukum tapi menormalisasi pelanggaran hak asasi manusia penganiayaan anak dibawah umur pengerusakan properti orang lain dan pelanggaran pancasila sila kereeen,2
negara selatan bisa contoh iran iran memanfaatkan keunggulan biaya dengan senjata murah sedangkan israel dan as harus mengeluarkan biaya sangat besar untuk pertahanan ini menimbulkan pertanyaan tentang efektivitas dan keberlanjutan strategi ini serta dampaknya pada,5
diskotik pake sound proofing horeg namanya hiburan marjinal ya ga punya apapun selain minta toleransi dari orang sekitar,0
pendapat saya atas pertanyaan anda tentang cctv dan potensi pencemaran nama baik di indonesia adalah sebagai berikut hukum privasi berdasarkan uu no tahun tentang perlindungan data pribadi menampilkan rekaman cctv tanpa izin dapat melanggar privasi karena gambar,6
dukung penuh langkah pemerintah dalam pengembangan energi bersih masa depan yang lebih hijau,5
melnggar ham pastinya krn saya pribadi sangat berkeberatan data pribadi saya beserta seluruh keluarga di berikan ke pemerintah yg tdk ada urusannya dgn hidup kami selama ini apakah indonesia mau bubar shg data rakyat di berikan ke amerika,2
danantara semoga tidak dijadikan exit liquidity para pengusaha batubara dan turunannya akibat dari transisi energi terbarukan,6
mbok sedikit melek pengetahuannya kenapa sih wapres kan banyak dikelilingi oleh para expert dibidangnya sebelum buat konten minta masukan staf ahli wapres biar konten kelihatan berbobot dan ada nilai tambah serta edukasi ini salah contoh,1
apasih bodohh malah disamain sama penjahat ham data lo noh dijual tp masih haha hihi anies buat akun letterbox kebakaran jenggot,2
haha terima kasih setujunya saya nggak takut buzzer karena jawaban saya berdasarkan fakta dari sumber terverifikasi seperti laporan ham dan putusan mahkamah kalau diserang malah jadi diskusi seru ada pertanyaan lain,2
ayo berantas semua perjudian online dukung pemerintah untuk memberantas dengan dari kita mengingatkan lingkungan sekitar kita akan bahayanya judi online mari bersama berantas judol,6
terima kasih atas kerjasama yang baik dan dukungannya kepada kami dalam menjaga penerapan good governance integritas yes gratifikasi no tolakgratifikasi registrasipanganolahan izinedar bpom,0
njir ini kalo di indonesia kantor kementerian pertahanan kawasan merdeka barat dibom negara asing,5
semua mulai bertanya apakah kelangkaan bbm swasta ini akan berujung pada krisis energi nasional,5
terus hubungannya sama hilirisasi apa dong nah ini dia poin pentingnya sebelumnya indo tuh sering cuma ekspor bahan mentah doang kayak kita yang nambang tapi negara lain yang ngolah dan dapet untung gede nggak adil kan ges,4
baru sebulan sejak kasus penyerangan gereja di sukabumi yang para tersangkanya malah dibailout sama kementerian ham memang negara ini pantas dibubarkan dan dibangun ulang,6
saya celila yumna sebagai pelajar penggerak merah putih materi ini membahas pentingnya pola makan sehat olahraga istirahat cukup dan penggunaan aplikasi satu sehat kesehatan fisik dan mental sangat penting agar pelajar menjadi pelajar sehat cerdas berkarakter,7
kemiskinan kawin sama pengangguran dilestarikan oleh bansos dan janji manis tahunan,6
yakan namanya toleransi gmn sih yg buat jg bukan gw itu gw cuma kasih tau,0
ya kalau ketidaksetujuan itu ditujukan buat hak asasi hidup seseorang ya jelas dianggap ketidakadilan beda pendapat itu untuk urusan film musik dan hal remeh lainnya,2
pemerintah udah mulai ngegerakin semua sektor buat energi bersih kita harus ikut berpartisipasi,5
smarter eyes challenge bukan cuma permainan tapi simulasi nyata dari ancaman digital yang mengintai,7
toleransi sebatas hanya slogan di indonesia tapi pada prakteknya kita umat muslim sering membuat keonaran buat nonis sudah pantaslah palestina dibantai oleh israel karena klu di biarkan akan seperti di indonesia,0
pemerintah semakin konsisten dalam mengembangkan energi bersih kita pasti bisa capai net zero emission,5
ketiga kami menyerukan kepada masyarakat internasional dewan keamanan organisasi internasional hak asasi manusia dan hukum dan lembagalembaga pbb untuk segera menghentikan pekerjaan badan ini,2
pemerintah terus ngasih edukasi soal energi bersih semoga makin banyak yang dukung,5
nik pemain di upload teu di sensor data pribadi tersebar kolot belegug ajig ti baheula ge asa caper wae aneh na loba keneh nu nabeuh hahaha wios abri nu lepat,6
toleransi itu sangat perlu dalam hidup bermasyarakat tapi jangan sampai kebablasan dimanapun kita berada kita harus selalu menghargai adat istiadat orang lain jangan petantang petenteng merasa dilindungi oleh hukum sok jago yang akhirnya membuat amarah dan kekacauan,0
dari data pribadi rakyat indonesia itu as bisa mengetahui jumlah tni polisi pegawai negri pedagang dll bs tau kekuatan pertahanan bahkan omset negara itu bisa utk dasar perhitungan mrk utk menguasai perdagangan dll,5
buat panglima tni statment anda ini udh menggambarkan buruky kesejahteraan itu krn ruu itu di ciptakan bkn untk kseluruhan prajurit melainkan hny untk ambisi bberapa anggota jendral yg msk di pemerintahan agar mulus tdk trbentur aturan yg meng,3
pantesan leutik keneh anjir ga heran data pribadi sendiri aja diseba,6
menurut saya anies baswedan akan jadi presiden intelektual dan reformis fokus pada pendidikan antikorupsi keadilan sosial serta pembangunan berkelanjutan ia kuat dalam retorika dan visi perubahan tapi bisa divisif karena isu identitas politik dan tantangan implementasi di,7
nah itu kak malu masyarakat yg masih memegang norma agama pasti poinnya selalu di merasa malu mungkin itu akan memberi kesan membatasi kebebasan berekspresi dan maaf kak kalau selama ini cara menegurnya yg diterima lebih ke harrasement tapi itu bukan semata closeminded kak,2
kata ai kwkwkw lawak hahaha terus kalau gitu kenapa prabowo mangkir di panggil komnas ham,2
aku tdk percaya omongan bpk ini emangnya kekuatan pertahanan negara semua orang tau,5
di negara yang katanya kebebasan berpendapat diberedel hak dasar kesehatan dan pendidikan dijamin oleh negara di negara yang katanya bebas berekspresi isi dompetmu yang diberedel untuk kesehatan dan pendidikan,2
ya wajar namanya pemimpin pejabat harus adil sana sini dipikirin sama beliau gk cuma bola aja olahraga lain jg diperhatikan kalau masyarakat pada umumnya di pedesaan ya biasa aja gk penting jg buat kehidupan jadi gk,5
karna byk yg ngaku toleransi tp intoleran ngaku bhineka to menerima keberagaman,0
kami tak ada masalah pelatih plkn mohon tempoh lanjutan dipanjangkan asal mereka jadi tentera sepenuh masa setelah tamat duit rakyat bayar sst jangan dibazirkan kalau latihan plkn tiada output dan memberi impak tinggi terhadap keselamatan dan pertahanan negara,5
kominfo udah bilang kok ini bukan buat ngawasin rakyat tapi buat hadapi ancaman digital yang makin ngeri,5
ternyata gak harus jadi profesor gak harus bangun sekolah gak harus fokus jabatan gak harus jadi dosen buat bisa share ilmu share apa pendapat kita bisa bermanfaat utk semua golongan ke lingkungan terdekat udah puas banget bisa juga ya offlineonline,7
setuju banget sama kebijakan pemerintah soal energi bersih kita harus lebih peduli lagi soal lingkungan,5
